prompt,completion
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.header ul li a {    text-decoration: none;    color: #ffffff;    font-size: 14px;    font-weight: 300;}","@media (max-width: 375px) {
.header ul li a {    text-decoration: none;    color: #ffffff;    font-size: 14px;    font-weight: 300;}
}
@media (min-width: 376px) and (max-width: 480px) {
.header ul li a {    text-decoration: none;    color: #ffffff;    font-size: 14px;    font-weight: 300;}
}
@media (min-width: 481px) and (max-width: 620px) {
.header ul li a {    text-decoration: none;    color: #ffffff;    font-size: 14px;    font-weight: 300;}
}
@media (min-width: 621px) and (max-width: 768px) {
.header ul li a {    text-decoration: none;    color: #ffffff;    font-size: 14px;    font-weight: 300;}
}
@media (min-width: 769px) and (max-width: 990px) {
.header ul li a {    text-decoration: none;    color: #ffffff;    font-size: 14px;    font-weight: 300;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.header ul li a {    text-decoration: none;    color: #ffffff;    font-size: 14px;    font-weight: 300;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.header ul li a {    text-decoration: none;    color: #ffffff;    font-size: 14px;    font-weight: 300;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.header ul li a {    text-decoration: none;    color: #ffffff;    font-size: 14px;    font-weight: 300;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.header ul li a {    text-decoration: none;    color: #ffffff;    font-size: 14px;    font-weight: 300;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.banner {    margin-bottom: -20rem;}","@media (max-width: 375px) {
.banner {    margin-bottom: -20rem;}
}
@media (min-width: 376px) and (max-width: 480px) {
.banner {    margin-bottom: -20rem;}
}
@media (min-width: 481px) and (max-width: 620px) {
.banner {    margin-bottom: -20rem;}
}
@media (min-width: 621px) and (max-width: 768px) {
.banner {    margin-bottom: -20rem;}
}
@media (min-width: 769px) and (max-width: 990px) {
.banner {    margin-bottom: -20rem;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.banner {    margin-bottom: -20rem;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.banner {    margin-bottom: -20rem;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.banner {    margin-bottom: -20rem;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.banner {    margin-bottom: -20rem;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.banner-img {    width: 100%;}","@media (max-width: 375px) {
.banner-img {    width: 100%;}
}
@media (min-width: 376px) and (max-width: 480px) {
.banner-img {    width: 100%;}
}
@media (min-width: 481px) and (max-width: 620px) {
.banner-img {    width: 100%;}
}
@media (min-width: 621px) and (max-width: 768px) {
.banner-img {    width: 100%;}
}
@media (min-width: 769px) and (max-width: 990px) {
.banner-img {    width: 100%;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.banner-img {    width: 100%;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.banner-img {    width: 100%;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.banner-img {    width: 100%;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.banner-img {    width: 100%;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.banner-img img {    width: 100%;}","@media (max-width: 375px) {
.banner-img img {    width: 100%;}
}
@media (min-width: 376px) and (max-width: 480px) {
.banner-img img {    width: 100%;}
}
@media (min-width: 481px) and (max-width: 620px) {
.banner-img img {    width: 100%;}
}
@media (min-width: 621px) and (max-width: 768px) {
.banner-img img {    width: 100%;}
}
@media (min-width: 769px) and (max-width: 990px) {
.banner-img img {    width: 100%;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.banner-img img {    width: 100%;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.banner-img img {    width: 100%;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.banner-img img {    width: 100%;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.banner-img img {    width: 100%;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.single-card {    background: #ffffff;        height: 100%;}","@media (max-width: 375px) {
.single-card {    background: #ffffff;        height: 100%;}
}
@media (min-width: 376px) and (max-width: 480px) {
.single-card {    background: #ffffff;        height: 100%;}
}
@media (min-width: 481px) and (max-width: 620px) {
.single-card {    background: #ffffff;        height: 100%;}
}
@media (min-width: 621px) and (max-width: 768px) {
.single-card {    background: #ffffff;        height: 100%;}
}
@media (min-width: 769px) and (max-width: 990px) {
.single-card {    background: #ffffff;        height: 100%;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.single-card {    background: #ffffff;        height: 100%;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.single-card {    background: #ffffff;        height: 100%;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.single-card {    background: #ffffff;        height: 100%;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.single-card {    background: #ffffff;        height: 100%;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.card-title {    color: #0F1111;    margin-bottom: 20px;    padding: 20px 25px 0px 25px;}","@media (max-width: 375px) {
.card-title {    color: #0F1111;    margin-bottom: 20px;    padding: 20px 25px 0px 25px;}
}
@media (min-width: 376px) and (max-width: 480px) {
.card-title {    color: #0F1111;    margin-bottom: 20px;    padding: 20px 25px 0px 25px;}
}
@media (min-width: 481px) and (max-width: 620px) {
.card-title {    color: #0F1111;    margin-bottom: 20px;    padding: 20px 25px 0px 25px;}
}
@media (min-width: 621px) and (max-width: 768px) {
.card-title {    color: #0F1111;    margin-bottom: 20px;    padding: 20px 25px 0px 25px;}
}
@media (min-width: 769px) and (max-width: 990px) {
.card-title {    color: #0F1111;    margin-bottom: 20px;    padding: 20px 25px 0px 25px;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.card-title {    color: #0F1111;    margin-bottom: 20px;    padding: 20px 25px 0px 25px;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.card-title {    color: #0F1111;    margin-bottom: 20px;    padding: 20px 25px 0px 25px;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.card-title {    color: #0F1111;    margin-bottom: 20px;    padding: 20px 25px 0px 25px;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.card-title {    color: #0F1111;    margin-bottom: 20px;    padding: 20px 25px 0px 25px;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.card-img {    padding: 0 20px;}","@media (max-width: 375px) {
.card-img {    padding: 0 20px;}
}
@media (min-width: 376px) and (max-width: 480px) {
.card-img {    padding: 0 20px;}
}
@media (min-width: 481px) and (max-width: 620px) {
.card-img {    padding: 0 20px;}
}
@media (min-width: 621px) and (max-width: 768px) {
.card-img {    padding: 0 20px;}
}
@media (min-width: 769px) and (max-width: 990px) {
.card-img {    padding: 0 20px;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.card-img {    padding: 0 20px;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.card-img {    padding: 0 20px;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.card-img {    padding: 0 20px;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.card-img {    padding: 0 20px;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.card-img img {    width: inherit;}","@media (max-width: 375px) {
.card-img img {    width: inherit;}
}
@media (min-width: 376px) and (max-width: 480px) {
.card-img img {    width: inherit;}
}
@media (min-width: 481px) and (max-width: 620px) {
.card-img img {    width: inherit;}
}
@media (min-width: 621px) and (max-width: 768px) {
.card-img img {    width: inherit;}
}
@media (min-width: 769px) and (max-width: 990px) {
.card-img img {    width: inherit;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.card-img img {    width: inherit;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.card-img img {    width: inherit;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.card-img img {    width: inherit;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.card-img img {    width: inherit;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.we-ship-img {    padding: 0 !important;}","@media (max-width: 375px) {
.we-ship-img {    padding: 0 !important;}
}
@media (min-width: 376px) and (max-width: 480px) {
.we-ship-img {    padding: 0 !important;}
}
@media (min-width: 481px) and (max-width: 620px) {
.we-ship-img {    padding: 0 !important;}
}
@media (min-width: 621px) and (max-width: 768px) {
.we-ship-img {    padding: 0 !important;}
}
@media (min-width: 769px) and (max-width: 990px) {
.we-ship-img {    padding: 0 !important;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.we-ship-img {    padding: 0 !important;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.we-ship-img {    padding: 0 !important;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.we-ship-img {    padding: 0 !important;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.we-ship-img {    padding: 0 !important;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.product-name {    font-size: 12px;    font-weight: 300;    text-align: center;}","@media (max-width: 375px) {
.product-name {    font-size: 12px;    font-weight: 300;    text-align: center;}
}
@media (min-width: 376px) and (max-width: 480px) {
.product-name {    font-size: 12px;    font-weight: 300;    text-align: center;}
}
@media (min-width: 481px) and (max-width: 620px) {
.product-name {    font-size: 12px;    font-weight: 300;    text-align: center;}
}
@media (min-width: 621px) and (max-width: 768px) {
.product-name {    font-size: 12px;    font-weight: 300;    text-align: center;}
}
@media (min-width: 769px) and (max-width: 990px) {
.product-name {    font-size: 12px;    font-weight: 300;    text-align: center;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.product-name {    font-size: 12px;    font-weight: 300;    text-align: center;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.product-name {    font-size: 12px;    font-weight: 300;    text-align: center;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.product-name {    font-size: 12px;    font-weight: 300;    text-align: center;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.product-name {    font-size: 12px;    font-weight: 300;    text-align: center;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.shop-now {    display: block;    margin-top: 56px;    font-size: 13px;    font-weight: 300;    text-decoration: none;    color: #007185;    padding: 0px 25px 20px 25px;}","@media (max-width: 375px) {
.shop-now {    display: block;    margin-top: 56px;    font-size: 13px;    font-weight: 300;    text-decoration: none;    color: #007185;    padding: 0px 25px 20px 25px;}
}
@media (min-width: 376px) and (max-width: 480px) {
.shop-now {    display: block;    margin-top: 56px;    font-size: 13px;    font-weight: 300;    text-decoration: none;    color: #007185;    padding: 0px 25px 20px 25px;}
}
@media (min-width: 481px) and (max-width: 620px) {
.shop-now {    display: block;    margin-top: 56px;    font-size: 13px;    font-weight: 300;    text-decoration: none;    color: #007185;    padding: 0px 25px 20px 25px;}
}
@media (min-width: 621px) and (max-width: 768px) {
.shop-now {    display: block;    margin-top: 56px;    font-size: 13px;    font-weight: 300;    text-decoration: none;    color: #007185;    padding: 0px 25px 20px 25px;}
}
@media (min-width: 769px) and (max-width: 990px) {
.shop-now {    display: block;    margin-top: 56px;    font-size: 13px;    font-weight: 300;    text-decoration: none;    color: #007185;    padding: 0px 25px 20px 25px;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.shop-now {    display: block;    margin-top: 56px;    font-size: 13px;    font-weight: 300;    text-decoration: none;    color: #007185;    padding: 0px 25px 20px 25px;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.shop-now {    display: block;    margin-top: 56px;    font-size: 13px;    font-weight: 300;    text-decoration: none;    color: #007185;    padding: 0px 25px 20px 25px;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.shop-now {    display: block;    margin-top: 56px;    font-size: 13px;    font-weight: 300;    text-decoration: none;    color: #007185;    padding: 0px 25px 20px 25px;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.shop-now {    display: block;    margin-top: 56px;    font-size: 13px;    font-weight: 300;    text-decoration: none;    color: #007185;    padding: 0px 25px 20px 25px;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.single-card-last {    background: transparent;}","@media (max-width: 375px) {
.single-card-last {    background: transparent;}
}
@media (min-width: 376px) and (max-width: 480px) {
.single-card-last {    background: transparent;}
}
@media (min-width: 481px) and (max-width: 620px) {
.single-card-last {    background: transparent;}
}
@media (min-width: 621px) and (max-width: 768px) {
.single-card-last {    background: transparent;}
}
@media (min-width: 769px) and (max-width: 990px) {
.single-card-last {    background: transparent;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.single-card-last {    background: transparent;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.single-card-last {    background: transparent;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.single-card-last {    background: transparent;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.single-card-last {    background: transparent;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.sign-in-card {    background-color: #ffffff;    padding: 20px 25px;    margin-bottom: 20px;}","@media (max-width: 375px) {
.sign-in-card {    background-color: #ffffff;    padding: 20px 25px;    margin-bottom: 20px;}
}
@media (min-width: 376px) and (max-width: 480px) {
.sign-in-card {    background-color: #ffffff;    padding: 20px 25px;    margin-bottom: 20px;}
}
@media (min-width: 481px) and (max-width: 620px) {
.sign-in-card {    background-color: #ffffff;    padding: 20px 25px;    margin-bottom: 20px;}
}
@media (min-width: 621px) and (max-width: 768px) {
.sign-in-card {    background-color: #ffffff;    padding: 20px 25px;    margin-bottom: 20px;}
}
@media (min-width: 769px) and (max-width: 990px) {
.sign-in-card {    background-color: #ffffff;    padding: 20px 25px;    margin-bottom: 20px;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.sign-in-card {    background-color: #ffffff;    padding: 20px 25px;    margin-bottom: 20px;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.sign-in-card {    background-color: #ffffff;    padding: 20px 25px;    margin-bottom: 20px;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.sign-in-card {    background-color: #ffffff;    padding: 20px 25px;    margin-bottom: 20px;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.sign-in-card {    background-color: #ffffff;    padding: 20px 25px;    margin-bottom: 20px;}
}"
